dataset_year,period_start,period_end,rank,company_name,sector,absolute_growth_rate,compound_annual_growth_rate,revenue_start,revenue_end,employees_start,employees_end,founding_year,website
2025,2020,2023,60,uParcel,Transport,146.01,34.99,838178,,20,,2014,https://www.uparcel.sg/
2025,2020,2023,61,Pollisum,Construction,138.69,33.64,21106315,,209,,1982,https://www.pollisum.com/
2025,2020,2023,62,Jetters Incz.,Waste Management,134.64,32.88,858967,,7,,2015,https://jettersincz.com/
2025,2020,2023,63,Globe Teleservices,Media & Telecoms,120.38,30.14,35215823,,110,,2014,https://globeteleservices.com/
2025,2020,2023,64,H.A.M. Creations,Construction,120.1,30.08,4752866,,44,,2006,https://www.hamcreations.com/
2025,2020,2023,65,Rolling Arrays,Professional Services,118.08,29.68,6470000,,38,,2009,https://rollingarrays.com/
2025,2020,2023,66,Almarc Engineering,Mechanical & Plant Engineering,118.03,29.67,5596602,,24,,2014,https://www.almarc.com.sg/
2025,2020,2023,67,ALTO,Construction,113.19,28.7,1212128,,19,,2008,http://www.alto-grp.com/
2025,2020,2023,68,Asl Global,Transport,112.94,28.65,4087528,,17,,2007,https://www.aslglobal.sg/
2025,2020,2023,69,SJ Digital Media Solutions,Management Consulting,108.69,27.79,1205924,,8,,2016,https://www.sj-digitalmedia.com/
2025,2020,2023,70,Asia Excel,Retail,102.66,26.55,8012354,,20,,2007,https://www.asiaexcel.com.sg/
2025,2020,2023,71,Bitdeer,Technology,97.74,25.52,246422253,,74,,2020,https://www.bitdeer.com/
2025,2020,2023,72,Equentia Natural Resources,Metals & Mining,94.08,24.74,534991262,,37,,2010,https://www.enrsingapore.com/
2025,2020,2023,73,Synergy Financial Advisers,Fintech,86.83,23.16,4445711,,32,,2012,https://synergy.com.sg/
2025,2020,2023,74,Aztech Global Ltd,Manufacturing,85.08,22.78,484273000,,1093,,2009,https://www.aztech.com/
2025,2020,2023,75,Korea Artiz Studio,Retail,76.78,20.91,1976721,,20,,2017,https://artizstudio.sg/
2025,2020,2023,76,Khaitan International,Wholesale,76.54,20.86,114414756,,6,,1985,https://khaitan.com.sg/
2025,2020,2023,77,FoodLine.sg,Food & Beverage,75.95,20.72,3322477,,14,,2013,https://www.foodline.sg/
2025,2020,2023,78,The Curtain Boutique,Manufacturing,72.21,19.86,5723970,,39,,2012,https://www.tcb.com.sg/
2025,2020,2023,79,Business Edge Personnel Services,Employment Services,72.05,19.83,37006593,,15,,1996,https://www.businessedge.asia/
2025,2020,2023,80,Choon Huat Engineering,Construction,71.94,19.8,19298833,,100,,1983,https://choonhuat.com.sg/
2025,2020,2023,81,Lighthouse Canton,Fintech,71.66,19.74,12385326,,56,,2019,https://www.lighthouse-canton.com/
2025,2020,2023,82,Sin Chew,Transport,70.46,19.46,12788573,,97,,2001,https://www.sin-chew.com.sg/
2025,2020,2023,83,Dglux,Construction,69.2,19.16,906831,,9,,2010,https://www.dglux.com.sg/
2025,2020,2023,84,Securistate,Professional Services,66.41,18.5,8608787,,350,,2010,https://securistate.com/
2025,2020,2023,85,Nuffield Holdings,Healthcare & Life Sciences,66.19,18.45,14744290,,110,,2014,https://www.nuffielddental.com.sg/
2025,2020,2023,86,Vita Group,Wholesale,65.69,18.33,14583838,,10,,2003,https://vitawoodglobal.com/
2025,2020,2023,87,Den-Jet Marine,Manufacturing,61.13,17.24,18581513,,19,,2004,https://denjet.com/
2025,2020,2023,88,Ingenious Business Software,Technology,57.02,16.23,2244675,,16,,2004,https://www.ingenious.sg/
2025,2020,2023,89,Leong Guan Food Manufacturer,Food & Beverage,53.66,15.4,14193863,,187,,2005,https://leongguan.com/
2025,2020,2023,90,Huttons Asia,Real Estate,52.48,15.1,154183849,,53,,2002,https://www.huttonsgroup.com/
2025,2020,2023,91,Leong Guan Food Trading,Food & Beverage,51.09,14.75,15657865,,50,,2003,https://leongguan.com/
2025,2020,2023,92,ACS Freight Services,Transport,47.3,13.78,16828677,,38,,2011,https://acsfrt.com.sg/
2025,2020,2023,93,Lih Ming Construction,Construction,45.16,13.23,13169869,,93,,2002,https://www.lihming.com.sg/
2025,2020,2023,94,Falcon Mobility,Retail,44.56,13.07,1705509,,8,,2007,https://www.falconmobility.com.sg/
2025,2020,2023,95,CSE Global Limited,Technology,44.21,12.98,502789000,,1400,,1987,https://www.cse-global.com/
2025,2020,2023,96,Watson EP Industries,Manufacturing,41.78,12.34,30871033,,70,,1980,https://www.watsonep.com.sg/
2025,2020,2023,97,ERA Realty Network,Real Estate,41.07,12.15,388261283,,110,,1981,https://www1.era.com.sg/
2025,2020,2023,98,Rentalworks Group,Technology,40.24,11.93,4011685,,20,,2007,https://rentalworks.com.sg/
2025,2020,2023,99,Family Movers,Transport,40.1,11.9,6705118,,37,,1975,https://www.familymovers.com/
2025,2020,2023,100,Vinova,Technology,39.88,11.84,3476218,,76,,2010,https://vinova.sg/
